id,campaign_id,social_account_id,added_at,auto_publish
85b35982-2acc-43cf-af18-5904c7f06c62,58ef5027-f2da-4e8c-a343-04e7ae5efa40,f51792f4-cde1-4df4-85a5-f70b874d79a6,2026-06-11 00:28:25.02531,t
9a3b4078-175f-4404-a3ad-c86d0a7592ed,58ef5027-f2da-4e8c-a343-04e7ae5efa40,b5fb6824-d40c-4834-bcf6-8c41474c47a5,2026-06-11 00:28:27.400425,t
a7f136b0-73cf-4e5f-83ff-af0687de19b6,58ef5027-f2da-4e8c-a343-04e7ae5efa40,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,2026-06-11 00:28:28.812203,t
4c4c6904-78b6-4720-b8b2-5ec5b5a70cd2,60d4946d-0011-4df5-86d4-878f9c1ba188,4e7cd00b-08df-4b22-b3a1-2b11707ae446,2026-06-11 02:03:02.531877,t
a89cc525-1391-4a62-acd9-072c47311bff,60d4946d-0011-4df5-86d4-878f9c1ba188,9cbf55e6-9fd9-47a8-bf5f-58a48e3edc61,2026-06-11 02:03:02.531877,t
a5aef4e9-eb54-4dd2-8c55-3a16b38a97a3,088ba691-0396-4682-bb9d-3911eb05c986,f51792f4-cde1-4df4-85a5-f70b874d79a6,2026-06-12 20:31:08.668949,t
3592d5ca-21ae-4945-9d82-a03a1c00a83d,088ba691-0396-4682-bb9d-3911eb05c986,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,2026-06-12 20:31:11.442507,t
b39c1e0f-cd12-4f94-95fa-d51604091467,088ba691-0396-4682-bb9d-3911eb05c986,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,2026-06-12 20:31:14.782631,t
2d6328f0-1039-45de-90c4-d4f631fcb671,caa6e4fd-9c09-4875-8cb2-935392b02578,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,2026-06-15 17:01:36.899169,t
f6eecce1-439e-425e-895e-ec1a1e19c182,d996628b-bc16-45a7-800b-56caa21c6a57,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,2026-06-20 15:35:18.767543,t
57ad0d26-4354-4fa3-bd1e-e4b41828f316,d996628b-bc16-45a7-800b-56caa21c6a57,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,2026-06-20 15:35:18.767543,t
c4174780-d705-45a4-889f-54b4d9fb8fb4,d996628b-bc16-45a7-800b-56caa21c6a57,f51792f4-cde1-4df4-85a5-f70b874d79a6,2026-06-20 15:35:18.767543,t
d2be7736-57ad-4cf4-9029-e05816a29df4,d996628b-bc16-45a7-800b-56caa21c6a57,b5fb6824-d40c-4834-bcf6-8c41474c47a5,2026-06-20 15:35:18.767543,t
eebdfcf0-90f2-482a-8cd5-847609ff6c39,3b0186c0-e49a-449e-9dab-30e223fa36c3,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,2026-06-24 14:53:13.938411,t
c54b4393-f637-4261-a648-a3952e5067dd,3b0186c0-e49a-449e-9dab-30e223fa36c3,f51792f4-cde1-4df4-85a5-f70b874d79a6,2026-06-24 14:53:13.938411,t
2e398c5a-c9c5-413a-80ec-228af874f7dd,c5dbd366-b09a-4b7e-a3c8-317516e7ab62,f51792f4-cde1-4df4-85a5-f70b874d79a6,2026-06-25 23:39:23.962578,f
